"genre","popularity","acousticness","loudness","duration_ms","liveness","tempo","speechiness","danceability","mode","track_name","valence","speechiness.level","loudness.level","liveness.level","tempo.level","duration_s"
"Jazz",39,0.858,-7.432,230907,0.0881,114.548,0.0284,0.658,"Major","<U+30D6><U+30EB><U+30FC>·<U+30AF><U+30EA><U+30B9><U+30DE><U+30B9>",0.52,"Low","Medium","Low","Moderate",230.907
"Jazz",43,0.492,-7.153,253750,0.115,94.961,0.0334,0.696,"Minor","Soul Dance",0.792,"Low","Medium","Low","Slow",253.75
"Jazz",30,0.396,-8.601,277840,0.0703,111.137,0.0359,0.8,"Major","Play Lady Play",0.793,"Low","Low","Low","Moderate",277.84
"Jazz",37,0.993,-16.49,319667,0.102,136.479,0.0556,0.44,"Minor","Here's That Rainy Day",0.0706,"Medium","Low","Low","Fast",319.667
"Jazz",43,0.809,-10.883,134304,0.094,79.084,0.0959,0.803,"Major","Honeypot",0.524,"High","Low","Low","Slow",134.304
"Jazz",42,0.662,-9.384,309981,0.0979,91.99,0.0372,0.787,"Major","Imagine (Living as One)",0.588,"Low","Low","Low","Slow",309.981
"Jazz",36,0.755,-10.91,318600,0.273,87.029,0.0363,0.644,"Minor","The Plug",0.0863,"Low","Low","High","Slow",318.6
"Jazz",39,0.0752,-11.251,281680,0.0871,136.121,0.0518,0.435,"Minor","Uprising",0.62,"Medium","Low","Low","Fast",281.68
"Jazz",37,0.864,-12.182,140040,0.0671,144.136,0.0314,0.173,"Major","Welcome to My World",0.16,"Low","Low","Low","Fast",140.04
"Jazz",39,0.625,-8.518,307066,0.105,94,0.0329,0.644,"Minor","Valhalla",0.314,"Low","Low","Low","Slow",307.066
"Jazz",34,0.0763,-5.443,304238,0.0791,103.079,0.061,0.341,"Major","Sunrise in Beijing",0.351,"Medium","High","Low","Moderate",304.238
"Jazz",57,0.101,-8.646,254227,0.134,107.433,0.0449,0.658,"Minor","Street Life",0.83,"Medium","Low","High","Moderate",254.227
"Jazz",42,0.0118,-8.222,291453,0.0461,114.009,0.0506,0.756,"Minor","Good for the City (feat. Sam Duckworth)",0.846,"Medium","Low","Low","Moderate",291.453
"Jazz",48,0.386,-6.845,273080,0.104,92.688,0.205,0.834,"Minor","Luv (sic) pt2",0.851,"High","Medium","Low","Slow",273.08
"Jazz",39,0.581,-14.172,181360,0.125,78.164,0.047,0.701,"Minor","Afro-Harping",0.84,"Medium","Low","High","Slow",181.36
"Jazz",40,0.113,-6.462,317493,0.0429,116.996,0.0525,0.802,"Major","What You Do in the Dark",0.838,"Medium","Medium","Low","Moderate",317.493
"Jazz",46,0.465,-6.303,219533,0.278,102.5,0.0892,0.797,"Minor","Positively Inclined",0.72,"High","Medium","High","Moderate",219.533
"Jazz",50,0.538,-6.294,212733,0.241,100.715,0.0398,0.793,"Major","Che Che Cole",0.962,"Medium","Medium","High","Moderate",212.733
"Jazz",49,0.149,-10.583,278627,0.0963,103.004,0.0834,0.701,"Major","Strasbourg / St. Denis",0.405,"High","Low","Low","Moderate",278.627
"Jazz",42,0.677,-6.68,297680,0.106,118.875,0.029,0.631,"Minor","True Blue",0.768,"Low","Medium","Low","Moderate",297.68
"Jazz",45,0.138,-6.452,233507,0.0918,98.973,0.215,0.888,"Minor","Letter to The Editor",0.508,"High","Medium","Low","Slow",233.507
"Jazz",49,0.643,-9.411,278773,0.104,125.986,0.03,0.845,"Minor","Moods",0.861,"Low","Low","Low","Moderate",278.773
"Jazz",41,0.482,-9.388,185893,0.0987,75.512,0.113,0.829,"Major","Realize",0.807,"High","Low","Low","Slow",185.893
"Jazz",35,0.915,-15.986,281933,0.346,87.786,0.03,0.304,"Major","Who Does She Hope To Be?",0.262,"Low","Low","High","Slow",281.933
"Jazz",27,0.17,-4.191,292067,0.0815,106.596,0.0282,0.669,"Major","Bahia Funk - Remastered",0.859,"Low","High","Low","Moderate",292.067
"Jazz",41,0.736,-12.89,242646,0.106,185.445,0.0426,0.429,"Major","Winter Song",0.347,"Medium","Low","Low","Fast",242.646
"Jazz",19,0.314,-6.403,120058,0.107,161.988,0.043,0.756,"Major","Let It Flow",0.829,"Medium","Medium","Low","Fast",120.058
"Jazz",62,0.00346,-8.263,360427,0.259,128.968,0.0557,0.743,"Major","Superstylin'",0.928,"Medium","Low","High","Moderate",360.427
"Jazz",35,0.894,-9.953,192240,0.0976,153.803,0.0773,0.68,"Major","Softly, As In A Morning Sunrise",0.622,"High","Low","Low","Fast",192.24
"Jazz",36,0.209,-10.226,317920,0.0961,183.93,0.0523,0.567,"Minor","Silence Is the Way",0.174,"Medium","Low","Low","Fast",317.92
"Jazz",45,0.141,-9.865,285507,0.0466,104.982,0.0402,0.727,"Minor","Stone Groove",0.547,"Medium","Low","Low","Moderate",285.507
"Jazz",53,0.0221,-8.954,218359,0.188,83.995,0.0668,0.649,"Major","Ordinary Man",0.576,"High","Low","High","Slow",218.359
"Jazz",33,0.334,-10.848,224187,0.113,175.933,0.0966,0.627,"Minor","Another Reflection",0.498,"High","Low","Low","Fast",224.187
"Jazz",38,0.78,-13.343,176343,0.112,120.089,0.131,0.721,"Major","Don't You Know - 2016 Mono Remaster",0.773,"High","Low","Low","Moderate",176.343
"Jazz",37,0.000749,-3.911,226304,0.35,175.017,0.178,0.478,"Minor","Involuntary Doppelgänger",0.452,"High","High","High","Fast",226.304
"Jazz",44,0.165,-10.71,252293,0.0863,93.961,0.0521,0.761,"Minor","Mako",0.181,"Medium","Low","Low","Slow",252.293
"Jazz",46,0.256,-5.229,245173,0.0992,117.97,0.0633,0.745,"Minor","Emergency on Planet Earth - Remastered",0.874,"High","High","Low","Moderate",245.173
"Jazz",42,0.906,-15.502,206000,0.11,128.874,0.0375,0.562,"Minor","Ain't No Sunshine",0.235,"Low","Low","Low","Moderate",206
"Jazz",52,0.278,-13.836,331800,0.107,94.036,0.0395,0.479,"Major","Take the ""A"" Train",0.575,"Medium","Low","Low","Slow",331.8
"Jazz",52,0.959,-11.969,325400,0.112,77.945,0.0306,0.383,"Major","The Last Goodbye",0.0709,"Low","Low","Low","Slow",325.4
"Jazz",36,0.225,-10.027,231507,0.0466,134.906,0.0269,0.699,"Major","Wade In The Water",0.847,"Low","Low","Low","Moderate",231.507
"Jazz",37,0.0242,-3.728,293307,0.101,97.051,0.0308,0.666,"Major","Need A Little Love",0.887,"Low","High","Low","Slow",293.307
"Jazz",47,0.477,-9.81,147467,0.0967,119.921,0.0349,0.736,"Minor","Red Clay",0.484,"Low","Low","Low","Moderate",147.467
"Jazz",36,0.582,-9.967,126000,0.114,92.624,0.123,0.513,"Minor","Grapefruits",0.696,"High","Low","Low","Slow",126
"Jazz",52,0.389,-8.312,120741,0.11,80.539,0.0595,0.669,"Minor","Let Me Sink",0.645,"Medium","Low","Low","Slow",120.741
"Jazz",30,0.744,-10.219,256280,0.105,96.996,0.0411,0.691,"Minor","Don't Make Me Wait",0.477,"Medium","Low","Low","Slow",256.28
"Jazz",47,0.324,-4.872,85775,0.0895,89.519,0.0787,0.644,"Minor","High at the Coktail",0.769,"High","High","Low","Slow",85.775
"Jazz",20,0.401,-8.163,318711,0.132,94.178,0.0505,0.414,"Major","Inner Being",0.298,"Medium","Low","High","Slow",318.711
"Jazz",33,0.464,-4.983,170319,0.0728,91.576,0.0379,0.86,"Minor","Loco's Lament",0.776,"Medium","High","Low","Slow",170.319
"Jazz",53,0.96,-11.402,146760,0.115,135.426,0.0342,0.489,"Minor","Atoll",0.484,"Low","Low","Low","Fast",146.76
"Jazz",41,0.581,-10.108,285600,0.31,77.901,0.0361,0.576,"Major","After The Storm",0.779,"Low","Low","High","Slow",285.6
"Jazz",41,0.183,-9.247,260600,0.0748,97.975,0.0482,0.797,"Major","Pool Dancer",0.746,"Medium","Low","Low","Slow",260.6
"Jazz",33,0.483,-10.143,278893,0.0565,98.977,0.0361,0.708,"Minor","Winelight",0.691,"Low","Low","Low","Slow",278.893
"Jazz",53,0.898,-11.186,199427,0.253,77.648,0.0609,0.697,"Major","Hey Laura",0.407,"Medium","Low","High","Slow",199.427
"Jazz",51,0.0343,-5.928,231347,0.103,127.809,0.0515,0.538,"Minor","From the Flame",0.316,"Medium","Medium","Low","Moderate",231.347
"Jazz",41,0.155,-14.545,271547,0.117,140.795,0.0324,0.427,"Major","Wave",0.399,"Low","Low","Low","Fast",271.547
"Jazz",56,0.823,-13.089,322133,0.114,117.414,0.0411,0.526,"Minor","Good Morning Heartache",0.18,"Medium","Low","Low","Moderate",322.133
"Jazz",55,0.925,-10.803,128008,0.0639,150.051,0.0806,0.671,"Minor","Sunday Morning",0.222,"High","Low","Low","Fast",128.008
"Jazz",33,0.909,-12.705,188080,0.0942,89.398,0.0474,0.651,"Major","Night in Tunisia",0.757,"Medium","Low","Low","Slow",188.08
"Jazz",43,0.557,-7.165,240920,0.0998,169.4,0.0581,0.483,"Minor","Searching",0.506,"Medium","Medium","Low","Fast",240.92
"Jazz",41,0.499,-4.021,167360,0.155,125.022,0.0766,0.848,"Major","Re-Charleston (Radio Edit)",0.862,"High","High","High","Moderate",167.36
"Jazz",46,0.949,-16.156,180627,0.0721,168.754,0.0574,0.513,"Major","There Will Never Be Another You - Vocal Version",0.577,"Medium","Low","Low","Fast",180.627
"Jazz",62,0.633,-6.251,234280,0.0707,131.123,0.0267,0.596,"Major","Miss You Like Crazy",0.255,"Low","Medium","Low","Moderate",234.28
"Jazz",35,0.123,-12.331,270427,0.0566,178.543,0.0652,0.647,"Minor","Desire",0.83,"High","Low","Low","Fast",270.427
"Jazz",46,0.769,-8.234,157040,0.172,178.043,0.0509,0.387,"Major","Mas Que Nada",0.664,"Medium","Low","High","Fast",157.04
"Jazz",50,0.831,-14.173,155267,0.217,144.633,0.031,0.252,"Major","Love Me As Though There Were No Tomorrow - Remastered",0.124,"Low","Low","High","Fast",155.267
"Jazz",48,0.197,-8.419,211973,0.298,76.989,0.0634,0.796,"Minor","Strike the Root",0.961,"High","Low","High","Slow",211.973
"Jazz",45,0.158,-8.442,88686,0.0832,178.767,0.111,0.632,"Major","Boundless.",0.861,"High","Low","Low","Fast",88.686
"Jazz",46,0.901,-12.884,286423,0.128,81.97,0.0346,0.368,"Minor","Les yeux ouverts (dream a little dream of me)",0.175,"Low","Low","High","Slow",286.423
"Jazz",37,0.844,-13.553,189507,0.146,109.185,0.0358,0.533,"Major","I Will Follow You",0.82,"Low","Low","High","Moderate",189.507
"Jazz",40,0.0294,-6.003,189040,0.108,119.343,0.077,0.435,"Minor","Budos Theme",0.963,"High","Medium","Low","Moderate",189.04
"Jazz",35,1.65e-05,-4.321,237693,0.169,97.75,0.101,0.264,"Major","Alaska",0.213,"High","High","High","Slow",237.693
"Jazz",33,0.933,-11.574,192200,0.102,160.075,0.05,0.445,"Major","Venus De Milo - Remastered",0.643,"Medium","Low","Low","Fast",192.2
"Jazz",40,0.816,-14.539,187467,0.0795,125.31,0.0354,0.519,"Major","We Both Deserve Each Other's Love",0.284,"Low","Low","Low","Moderate",187.467
"Jazz",46,0.0595,-9.284,303253,0.121,135.383,0.0307,0.475,"Major","Songbird",0.109,"Low","Low","High","Fast",303.253
"Jazz",42,0.803,-10.161,297707,0.353,98.292,0.0309,0.226,"Major","I Love Paris",0.192,"Low","Low","High","Slow",297.707
"Jazz",43,0.0266,-5.778,243933,0.197,174.208,0.115,0.574,"Major","Purple Haze",0.582,"High","Medium","High","Fast",243.933
"Jazz",32,0.927,-6.738,184747,0.368,130.489,0.0456,0.535,"Minor","La Virgen De La Macarena",0.346,"Medium","Medium","High","Moderate",184.747
"Jazz",49,0.134,-4.786,209306,0.137,105.116,0.0597,0.744,"Minor","Peace of What",0.487,"Medium","High","High","Moderate",209.306
"Jazz",44,0.341,-10.174,259144,0.214,83.909,0.0693,0.663,"Minor","A Mother Lost",0.529,"High","Low","High","Slow",259.144
"Jazz",41,0.544,-16.593,303667,0.0698,94.926,0.0448,0.555,"Major","Awakening",0.231,"Medium","Low","Low","Slow",303.667
"Jazz",32,0.0977,-13.715,256147,0.0989,172.202,0.0576,0.239,"Major","Tall Tales",0.683,"Medium","Low","Low","Fast",256.147
"Jazz",42,0.529,-8.022,128000,0.128,74.997,0.153,0.762,"Minor","Rising Sun",0.698,"High","Low","High","Slow",128
"Jazz",30,0.571,-6.723,350333,0.0837,172.034,0.0794,0.644,"Major","Bermuda Nights",0.694,"High","Medium","Low","Fast",350.333
"Jazz",43,0.534,-9.848,278000,0.112,170.662,0.0365,0.349,"Major","Show Me What You Got (feat. Jordan Rakei)",0.232,"Low","Low","Low","Fast",278
"Jazz",39,0.000106,-5.768,283467,0.108,120.003,0.0337,0.559,"Minor","Millions",0.34,"Low","Medium","Low","Moderate",283.467
"Jazz",53,0.794,-12.428,162360,0.361,99.928,0.0309,0.531,"Minor","Love Is Here To Stay - Recorded At Spotify Studios NYC",0.372,"Low","Low","High","Slow",162.36
"Jazz",43,0.00746,-6.858,227227,0.169,169.07,0.0523,0.558,"Major","Sly",0.826,"Medium","Medium","High","Fast",227.227
"Jazz",43,0.809,-14.094,178959,0.0926,164.491,0.12,0.529,"Minor","Sent For You Yesterday",0.682,"High","Low","Low","Fast",178.959
"Jazz",44,0.72,-16.283,328493,0.101,89.457,0.0416,0.543,"Major","Absinthe",0.0772,"Medium","Low","Low","Slow",328.493
"Jazz",56,0.924,-13.743,164067,0.108,86.626,0.0341,0.369,"Major","Show Me The Way To Go Home",0.17,"Low","Low","Low","Slow",164.067
"Jazz",31,0.00359,-10.315,255319,0.101,97.026,0.0421,0.654,"Minor","Be Blessed (No Stress) - Extended Verion",0.695,"Medium","Low","Low","Slow",255.319
"Jazz",47,0.471,-9.423,230960,0.163,82.997,0.103,0.813,"Major","Soul Purpose",0.375,"High","Low","High","Slow",230.96
"Jazz",40,0.749,-5.652,330931,0.256,94.035,0.0413,0.729,"Major","Bravo De Verdad",0.945,"Medium","Medium","High","Slow",330.931
"Jazz",45,0.892,-10.199,339840,0.0568,188.052,0.0628,0.423,"Minor","When I Go",0.302,"High","Low","Low","Fast",339.84
"Jazz",48,0.535,-13.509,291173,0.176,73.377,0.0321,0.546,"Major","Sparkle",0.47,"Low","Low","High","Slow",291.173
"Jazz",37,0.692,-10.213,90514,0.125,86.97,0.0505,0.714,"Minor","Rain",0.459,"Medium","Low","High","Slow",90.514
"Jazz",39,0.617,-14.384,195173,0.113,142.101,0.0295,0.686,"Major","Lonely Girl",0.72,"Low","Low","Low","Fast",195.173
"Jazz",48,0.33,-6.353,222987,0.194,105.533,0.0915,0.641,"Minor","Till You Take My Love",0.76,"High","Medium","High","Moderate",222.987
"Jazz",63,0.865,-16.717,317987,0.107,129.472,0.0419,0.658,"Major","The Girl From Ipanema",0.398,"Medium","Low","Low","Moderate",317.987
"Jazz",39,0.582,-16.017,166067,0.0995,107.72,0.0347,0.579,"Major","All I Do Is Dream Of You - Remastered",0.481,"Low","Low","Low","Moderate",166.067
"Jazz",40,0.676,-5.886,148107,0.0901,168.093,0.031,0.362,"Minor","Don't Lose Your Good Thing",0.328,"Low","Medium","Low","Fast",148.107
"Jazz",59,0.677,-11.332,275827,0.157,143.366,0.0432,0.508,"Minor","Alright",0.388,"Medium","Low","High","Fast",275.827
"Jazz",38,0.58,-11.124,269453,0.116,87.778,0.047,0.636,"Minor","I'm Gonna Love You Just A Little More Baby",0.635,"Medium","Low","Low","Slow",269.453
"Jazz",48,0.964,-7.576,167121,0.155,90.844,0.0289,0.386,"Minor","Summertime",0.375,"Low","Medium","High","Slow",167.121
"Jazz",44,0.451,-4.435,192160,0.0905,103.06,0.108,0.767,"Minor","Am I Your Woman? featuring Ria Currie",0.873,"High","High","Low","Moderate",192.16
"Jazz",43,0.45,-13.616,104398,0.0932,72.488,0.074,0.766,"Major","Divinity",0.858,"High","Low","Low","Slow",104.398
"Jazz",33,0.994,-13.995,232320,0.103,71.632,0.0433,0.411,"Major","When Sunny Gets Blue",0.171,"Medium","Low","Low","Slow",232.32
"Jazz",35,0.799,-8.796,258307,0.109,121.626,0.0575,0.568,"Minor","Moody's Mood For Love (I'm In The Mood For Love)",0.446,"Medium","Low","Low","Moderate",258.307
"Jazz",42,0.766,-13.225,183293,0.07,111.468,0.0339,0.776,"Minor","Fried Neck Bones And Some Homefries",0.761,"Low","Low","Low","Moderate",183.293
"Jazz",39,0.024,-9.488,185827,0.262,140.695,0.0284,0.483,"Minor","Day Tripper",0.553,"Low","Low","High","Fast",185.827
"Jazz",35,0.934,-7.421,309853,0.136,105.13,0.047,0.639,"Major","Je suis seul ce soir",0.614,"Medium","Medium","High","Moderate",309.853
"Jazz",44,0.0102,-6.418,238753,0.102,117.994,0.0289,0.71,"Major","It's Summertime - Lindstrom & Prins Thomas Radio Edit",0.702,"Low","Medium","Low","Moderate",238.753
"Jazz",32,0.0339,-6.1,206904,0.163,100.013,0.0324,0.727,"Minor","Touchdown",0.753,"Low","Medium","High","Moderate",206.904
"Jazz",32,0.762,-12.919,350948,0.128,100.562,0.0365,0.461,"Minor","My Favorite Things",0.107,"Low","Low","High","Moderate",350.948
"Jazz",35,0.0637,-5.78,263083,0.0773,110.013,0.0554,0.809,"Major","Carnival Fever",0.732,"Medium","Medium","Low","Moderate",263.083
"Jazz",50,0.7,-9.675,92160,0.119,146.154,0.192,0.874,"Minor","Easylike",0.629,"High","Low","Low","Fast",92.16
"Jazz",54,0.861,-13.719,150200,0.382,101.747,0.031,0.278,"Major","Hawaiian Wedding Song",0.176,"Low","Low","High","Moderate",150.2
"Jazz",52,0.661,-11.376,215520,0.0904,79.075,0.0296,0.357,"Major","Let's Do It (Let's Fall In Love)",0.385,"Low","Low","Low","Slow",215.52
"Jazz",39,0.463,-13.982,256067,0.306,112.715,0.057,0.656,"Major","Ewe",0.89,"Medium","Low","High","Moderate",256.067
"Jazz",33,0.795,-7.871,118133,0.08,162.809,0.0323,0.416,"Minor","Ace In The Hole",0.673,"Low","Medium","Low","Fast",118.133
"Jazz",38,0.794,-10.636,255267,0.0906,76.604,0.0417,0.42,"Major","The Way You Look Tonight",0.276,"Medium","Low","Low","Slow",255.267
"Jazz",41,0.000346,-4.446,243324,0.156,121.179,0.1,0.288,"Major","Symptom of Terminal Illness",0.105,"High","High","High","Moderate",243.324
"Jazz",29,0.478,-6.617,279533,0.13,93.002,0.0284,0.631,"Major","Just Give Me a Chance",0.764,"Low","Medium","High","Slow",279.533
"Jazz",28,0.276,-5.418,256120,0.104,114.94,0.0327,0.722,"Major","Modern Art",0.508,"Low","High","Low","Moderate",256.12
"Jazz",47,0.412,-9.532,242025,0.0954,88.036,0.0273,0.495,"Minor","Lately",0.268,"Low","Low","Low","Slow",242.025
"Jazz",39,0.27,-8.598,102322,0.172,169.926,0.0919,0.686,"Major","Bonds.",0.373,"High","Low","High","Fast",102.322
"Jazz",49,0.87,-10.881,266053,0.145,67.768,0.0393,0.608,"Minor","Love Is Here To Stay",0.284,"Medium","Low","High","Slow",266.053
"Jazz",48,0.000579,-9.116,150000,0.0459,179.825,0.132,0.505,"Minor","Chapter I",0.722,"High","Low","Low","Fast",150
"Jazz",42,0.323,-10.902,311142,0.283,119.998,0.0563,0.807,"Major","Rainbow",0.544,"Medium","Low","High","Moderate",311.142
"Jazz",38,0.943,-8.195,344053,0.127,152.641,0.0301,0.359,"Minor","Atari",0.31,"Low","Low","High","Fast",344.053
"Jazz",73,0.904,-14.304,198147,0.157,80.367,0.0322,0.363,"Major","Come Away With Me",0.147,"Low","Low","High","Slow",198.147
"Jazz",38,0.882,-14.514,186613,0.0815,140.049,0.0993,0.721,"Minor","Mountain Greenery - Studio",0.52,"High","Low","Low","Fast",186.613
"Jazz",41,0.000315,-6.421,217934,0.225,88.097,0.0453,0.666,"Minor","Sugar",0.452,"Medium","Medium","High","Slow",217.934
"Jazz",45,0.223,-5.276,183973,0.316,101.408,0.0303,0.666,"Major","Moonlighting (Theme) - 2009 Remaster",0.613,"Low","High","High","Moderate",183.973
"Jazz",44,0.463,-12.394,274687,0.11,92.121,0.166,0.727,"Major","Closer",0.462,"High","Low","Low","Slow",274.687
"Jazz",44,0.385,-10.736,279653,0.12,99.001,0.036,0.603,"Minor","Tree Hunt",0.227,"Low","Low","Low","Slow",279.653
"Jazz",38,0.79,-16.356,184453,0.16,89.126,0.0701,0.501,"Major","The Girl from Ipanema",0.641,"High","Low","High","Slow",184.453
"Jazz",42,0.829,-11.078,207960,0.163,127.709,0.0405,0.789,"Major","Ansiedad",0.834,"Medium","Low","High","Moderate",207.96
"Jazz",34,0.00477,-6.791,231224,0.107,92.003,0.0868,0.758,"Minor","Same Beat - Instrumental",0.652,"High","Medium","Low","Slow",231.224
"Jazz",62,0.749,-8.182,333947,0.123,116.134,0.0284,0.515,"Minor","Cantaloupe Island - Remastered 1999/Rudy Van Gelder Edition",0.415,"Low","Low","High","Moderate",333.947
"Jazz",49,0.452,-12.863,290187,0.144,83.052,0.0286,0.572,"Minor","Devotion",0.51,"Low","Low","High","Slow",290.187
"Jazz",41,0.157,-3.74,266187,0.0361,97.871,0.0405,0.682,"Minor","Come On Over feat. Afrodyete",0.863,"Medium","High","Low","Slow",266.187
"Jazz",35,0.309,-12.058,316000,0.111,82.006,0.0407,0.629,"Minor","Deep Into You",0.469,"Medium","Low","Low","Slow",316
"Jazz",44,0.146,-12.349,246867,0.0356,169.289,0.11,0.557,"Major","Hey Pocky A-Way - Remastered Version",0.972,"High","Low","Low","Fast",246.867
"Jazz",36,0.28,-10.96,328600,0.0753,80.011,0.0376,0.595,"Major","Sunday Seance",0.47,"Low","Low","Low","Slow",328.6
"Jazz",44,0.794,-8.615,167853,0.303,97.061,0.0267,0.431,"Major","Ramblin' Rose",0.31,"Low","Low","High","Slow",167.853
"Jazz",35,0.667,-7.225,170667,0.291,72.327,0.0435,0.415,"Minor","If I Can't Have You (feat. Harvey Fuqua)",0.633,"Medium","Medium","High","Slow",170.667
"Jazz",39,0.0158,-9.315,214118,0.132,101.976,0.0647,0.774,"Major","Dance With Me",0.475,"High","Low","High","Moderate",214.118
"Jazz",38,0.546,-7.421,227493,0.236,103.262,0.058,0.344,"Major","Integrity",0.408,"Medium","Medium","High","Moderate",227.493
"Jazz",45,0.0747,-7.682,291840,0.12,147.028,0.0327,0.687,"Major","Do It Again feat. Carolyn Leonhart & Robert Smith",0.944,"Low","Medium","Low","Fast",291.84
"Jazz",41,0.182,-6.022,306667,0.0417,93.123,0.0333,0.756,"Major","Como Lo Hacen",0.947,"Low","Medium","Low","Slow",306.667
"Jazz",40,0.0214,-9.595,264813,0.084,83.251,0.0302,0.598,"Minor","Love Has No Heart",0.534,"Low","Low","Low","Slow",264.813
"Jazz",41,0.0625,-6.003,188900,0.132,94.026,0.0438,0.764,"Minor","Lay Down",0.695,"Medium","Medium","High","Slow",188.9
"Jazz",50,0.0258,-6.699,238533,0.187,114.005,0.0545,0.874,"Minor","Something About You",0.845,"Medium","Medium","High","Moderate",238.533
"Jazz",39,0.0264,-7.855,250622,0.357,147.996,0.0824,0.776,"Minor","Road Block (feat. Racquel Jones) - Thievery Remix",0.973,"High","Medium","High","Fast",250.622
"Jazz",53,0.579,-13.331,330440,0.0849,132.682,0.0451,0.803,"Major","Chitlins Con Carne",0.786,"Medium","Low","Low","Moderate",330.44
"Jazz",49,0.158,-9.517,339000,0.141,124.011,0.0407,0.753,"Major","The Little Things in Life",0.393,"Medium","Low","High","Moderate",339
"Jazz",38,0.487,-10.828,280172,0.0593,95.858,0.0333,0.61,"Minor","Just Another Day",0.6,"Low","Low","Low","Slow",280.172
"Jazz",52,0.0611,-7.107,299693,0.09,92.004,0.0644,0.844,"Major","Rebirth of Cool",0.619,"High","Medium","Low","Slow",299.693
"Jazz",46,0.0797,-8.718,331573,0.0479,89.022,0.0541,0.608,"Minor","Is It The Way Back (feat. Eric Roberson)",0.588,"Medium","Low","Low","Slow",331.573
"Jazz",47,0.0296,-8.308,356240,0.0992,99.99,0.0886,0.59,"Minor","Bridge",0.483,"High","Low","Low","Slow",356.24
"Jazz",39,0.622,-9.995,314747,0.351,83.602,0.104,0.416,"Minor","Black Gold",0.463,"High","Low","High","Slow",314.747
"Jazz",35,0.765,-14.244,294840,0.108,128.01,0.0369,0.478,"Minor","Cookin' At The Continental",0.629,"Low","Low","Low","Moderate",294.84
"Jazz",45,0.453,-9.378,174000,0.12,80.045,0.069,0.747,"Minor","winterrain",0.431,"High","Low","Low","Slow",174
"Jazz",66,0.0287,-8.178,296267,0.319,94.123,0.18,0.754,"Minor","Runnin'",0.821,"High","Low","High","Slow",296.267
"Jazz",41,0.000123,-6.237,205853,0.138,131.768,0.108,0.404,"Major","An Infinite Regression",0.352,"High","Medium","High","Moderate",205.853
"Jazz",38,0.579,-9.082,277061,0.291,112.403,0.0491,0.705,"Major","El Manicero",0.885,"Medium","Low","High","Moderate",277.061
"Jazz",37,0.00163,-6.549,241733,0.0905,108.871,0.0352,0.736,"Major","Ghost Ship",0.285,"Low","Medium","Low","Moderate",241.733
"Jazz",40,0.0105,-16.685,259617,0.0356,179.515,0.136,0.752,"Minor","Rhyme Writer - Instrumental",0.554,"High","Low","Low","Fast",259.617
"Jazz",37,0.684,-6.826,294507,0.0543,94.742,0.035,0.607,"Major","Almohada",0.961,"Low","Medium","Low","Slow",294.507
"Jazz",44,0.239,-8.591,257400,0.177,93.025,0.205,0.722,"Major","Women Lose Weight (feat. Slick Rick)",0.434,"High","Low","High","Slow",257.4
"Jazz",42,0.633,-13.197,218293,0.297,78.019,0.0301,0.606,"Major","Do You Wanna Dance",0.432,"Low","Low","High","Slow",218.293
"Jazz",41,0.173,-8.666,233738,0.102,114.998,0.0457,0.81,"Minor","Dawn's Insight",0.249,"Medium","Low","Low","Moderate",233.738
"Jazz",44,0.0552,-3.389,263813,0.137,91.017,0.0435,0.782,"Major","Epoca",0.675,"Medium","High","High","Slow",263.813
"Jazz",56,0.841,-13.066,254840,0.109,125.127,0.0332,0.68,"Major","Tragedy",0.386,"Low","Low","Low","Moderate",254.84
"Jazz",48,0.642,-8.843,259924,0.0808,124.26,0.0286,0.515,"Major","After All",0.23,"Low","Low","Low","Moderate",259.924
"Jazz",33,0.156,-8.949,262560,0.176,89.876,0.0745,0.787,"Major","Seven Nation Army (feat. Alice Russell)",0.612,"High","Low","High","Slow",262.56
"Jazz",49,0.113,-14.167,123938,0.104,180.279,0.0966,0.666,"Minor","Impulse / Skyline",0.689,"High","Low","Low","Fast",123.938
"Jazz",56,0.272,-10.251,169053,0.145,136.453,0.18,0.598,"Major","Bobby Brown Goes Down",0.781,"High","Low","High","Fast",169.053
"Jazz",32,0.689,-10.507,150707,0.0594,93.111,0.0318,0.624,"Major","The Coffee Song",0.709,"Low","Low","Low","Slow",150.707
"Jazz",41,0.837,-10.096,189347,0.108,99.886,0.0346,0.748,"Major","Letter from Yokosuka",0.538,"Low","Low","Low","Slow",189.347
"Jazz",31,0.658,-11.233,352773,0.11,119.966,0.0293,0.744,"Minor","Midnight In San Juan",0.914,"Low","Low","Low","Moderate",352.773
"Jazz",37,0.505,-4.675,181093,0.329,116.562,0.0377,0.727,"Minor","Salsa Y Sabor",0.821,"Low","High","High","Moderate",181.093
"Jazz",44,0.719,-8.446,231453,0.138,163.853,0.0475,0.435,"Minor","I Got Plenty O' Nuttin' - Mono",0.679,"Medium","Low","High","Fast",231.453
"Jazz",41,0.534,-7.064,181603,0.282,103.78,0.0422,0.585,"Minor","Cuando Cuando",0.654,"Medium","Medium","High","Moderate",181.603
"Jazz",55,0.957,-13.165,181373,0.112,98.364,0.0325,0.385,"Major","No Other Love",0.204,"Low","Low","Low","Slow",181.373
"Jazz",31,0.365,-5.693,268293,0.108,189.807,0.0594,0.425,"Minor","So Very Hard to Go",0.442,"Medium","Medium","Low","Fast",268.293
